Participant,Vowel,F1.50,F2.50,F3.50,F1.25,F2.25,F3.25,F1.75,F2.75,F3.75,Gender,Corpus,t1_ph,t2_ph,fname,dur_ph,t1_wd,t2_wd,word,is_wdinit_ph,is_wdfin_ph,prev_ph,next_ph,upper_f1,lower_f1,upper_f2,lower_f2,upper,lower,Speech Rate,stress_vowel,vowel_ind,stress,Delta F.50,Delta F.25,Delta F.75,F1.50_norm,F2.50_norm,F1.25_norm,F2.25_norm,F1.75_norm,F2.75_norm
p112,a,674.1745071764437,1418.11498485903,2570.839858047089,541.0213834308809,1072.1437618225252,2312.7035719890023,496.13066403221677,1174.234323609226,2367.9183996640313,Male,CBAS,43.769,43.888999999999996,textgrids/cbas/p112.TextGrid,0.12000000000000455,43.288999999999994,43.888999999999996,vaqueta,False,True,t,sp,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,1,1,stressed,942.4926542274492,919.2481091972725,938.576788207814,0.7153100919699551,1.5046430107420234,0.5885477250568667,1.1663268611547843,0.5285989066270905,1.2510796541766107
p112,a,472.3833220710058,1315.1089943142244,2709.9555829516057,1009.2693478401628,1866.0368723112977,2752.524019470913,569.4469526095729,1210.267787003666,2681.458092616292,Male,CBAS,45.271,45.371,textgrids/cbas/p112.TextGrid,0.10000000000000142,45.271,45.621,hablas,True,False,sp,b,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,0,0,stressed,942.4926542274492,919.2481091972725,938.576788207814,0.5012063700997365,1.3953519832918007,1.0979292072969298,2.029959978857941,0.6067132276911683,1.289471252868546
p112,a,553.4283310477316,1222.6875828154307,2427.7944941233677,542.7408875743297,1051.1630404613525,2385.6523393050697,536.7561867939772,1299.0682868179813,2449.296407017959,Male,CBAS,45.49100000000001,45.531000000000006,textgrids/cbas/p112.TextGrid,0.03999999999999915,45.271,45.621,hablas,False,False,l,s,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,0,1,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.5871964397445312,1.297291365965769,0.5904182800531128,1.1435030759859532,0.5718830824901371,1.3840831172679176
p112,a,525.3848854243861,1544.1773027384113,2333.4584286828976,495.54175409099776,1444.707474019022,2405.9552822492456,470.9113572644818,1669.6273070174775,2184.638657851648,Male,CBAS,45.621,45.691,textgrids/cbas/p112.TextGrid,0.07000000000000027,45.621,45.981,aquí,True,False,s,k,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,1,0,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.557441888876087,1.6383971756301448,0.5390729109290487,1.5716186517703077,0.501729174619451,1.7788926042008602
p112,a,570.9161226642817,1234.4123411787407,2246.4547513004054,597.2247554918467,1144.1957952083267,2394.721182804438,470.8116433020052,1136.3423353277433,2192.4284823839375,Male,CBAS,48.083999999999996,48.144,textgrids/cbas/p112.TextGrid,0.059999999999995175,47.983999999999995,48.934,vacaciones,False,False,b,k,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,2,0,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.6057512704247603,1.3097315248473473,0.6496883153922062,1.2447083477903351,0.5016229350834541,1.2107079032899983
p112,a,515.2654290618087,1333.752347648706,2122.7629824642395,479.42077613306685,1322.5298265317274,2208.155731997063,556.8204036648351,1481.7329350661496,2411.5703079878795,Male,CBAS,48.214,48.273999999999994,textgrids/cbas/p112.TextGrid,0.060000000000002274,47.983999999999995,48.934,vacaciones,False,False,k,T,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,2,1,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.5467049814665835,1.4151328837060997,0.5215357761809464,1.438708236981437,0.5932603604315295,1.5787018746707735
p112,a,634.4975384887238,1123.5304520895365,2544.093917919692,616.8597637972779,999.32497196467,2458.046897515098,631.0704921870373,1223.7059436118473,2552.0357685993467,Male,CBAS,50.831,50.861000000000004,textgrids/cbas/p112.TextGrid,0.02999999999999403,50.721000000000004,51.301,balcón,False,False,b,l,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,1,0,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.6732121843525819,1.192084041239008,0.6710481725504409,1.087111261873929,0.6723695920416364,1.3037888417723171
p112,a,553.1852707603888,1462.3597717558246,1991.8517816707795,498.005038337146,1550.2040177376841,3063.0270167808635,563.4284979072664,1391.4076200365914,2794.671166695532,Male,CBAS,53.076,53.226000000000006,textgrids/cbas/p112.TextGrid,0.14999999999999858,52.656000000000006,53.226000000000006,música,False,True,k,sp,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,0,0,stressed,942.4926542274492,919.2481091972725,938.576788207814,0.5869385488355118,1.5515874476013871,0.5417525838285658,1.6863826014190988,0.6003009076999627,1.4824654066860583
p112,a,522.6094254475389,1446.564943411717,2099.1301103188284,480.5176972240597,1600.9682824149402,1618.1439334083234,516.2233192146547,1480.6083981474537,2619.127599257661,Male,CBAS,54.812,54.992,textgrids/cbas/p112.TextGrid,0.17999999999999972,54.452,54.992,lucha,False,True,tS,sp,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,0,0,stressed,942.4926542274492,919.2481091972725,938.576788207814,0.5544970808031561,1.5348288784249997,0.5227290569503251,1.7416062827836278,0.5500064839663983,1.5775037447651288
p112,a,677.7927915973073,1448.0225108094685,2957.9096698817643,552.4198360235089,1291.157716183582,2072.8139860449623,966.4922565878314,1911.8551277836027,3496.217510293623,Male,CBAS,56.57899999999999,56.729,textgrids/cbas/p112.TextGrid,0.14999999999999858,56.25899999999999,56.729,boca,False,True,k,sp,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,0,0,stressed,942.4926542274492,919.2481091972725,938.576788207814,0.7191491504545323,1.5363753810860166,0.600947481421426,1.4045802251484392,1.0297423383262239,2.036972522444579
p112,a,535.5309513730209,1406.926341746954,2291.8458293012077,484.6537317498468,1325.3198607376507,2368.516410470052,474.31143576394567,1278.2513727060225,2486.7647253408068,Male,CBAS,58.623000000000005,58.693000000000005,textgrids/cbas/p112.TextGrid,0.07000000000000027,58.623000000000005,59.213,hambriento,True,False,s,m,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,1,0,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.5682070294881924,1.4927716788415673,0.5272284238616141,1.4417433633831218,0.505351764206347,1.3619038833751764
p112,a,575.4369140045615,989.0849676393448,2736.4283589798183,569.3490494489456,1082.2073684730274,2718.65758195631,524.7448349216302,903.0179998449446,2782.112828722735,Male,CBAS,62.494,62.553999999999995,textgrids/cbas/p112.TextGrid,0.060000000000002274,62.434,62.994,vampiro,False,False,b,m,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,1,0,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.6105479033958527,1.0494352005852892,0.6193638515570361,1.17727451125035,0.5590856725996982,0.9621141404628513
p112,a,664.5629697838217,1561.0037974527404,2429.737525079765,475.2619437160842,1176.4354920016478,2233.915241337686,467.99847225828864,1208.2043877597234,1899.5370796942584,Male,CBAS,64.607,64.767,textgrids/cbas/p112.TextGrid,0.1599999999999966,64.097,64.767,cebolla,False,True,L,sp,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,1,0,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.7051120948295948,1.656250359566227,0.5170116086843014,1.279780159710051,0.49862566189381113,1.2872728187394828
p112,a,617.8720692776952,1162.9703398869294,2477.046517425956,610.2091848764526,946.0051440978993,2450.142593592926,571.4960539791466,1066.2494113501682,2518.144840240409,Male,CBAS,68.157,68.217,textgrids/cbas/p112.TextGrid,0.060000000000002274,68.067,68.797,vagoneta,False,False,b,G,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,2,0,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.65557229173755,1.2339304021846234,0.6638133696128174,1.029107522368463,0.6088964282511208,1.13602789323838
p112,a,545.90372894962,1351.2839365032366,2399.097653451291,540.7799087050546,1179.5235718921624,1347.4296352252538,517.9383295995267,1204.561542736862,2271.009929832886,Male,CBAS,68.64699999999999,68.797,textgrids/cbas/p112.TextGrid,0.14999999999999147,68.067,68.797,vagoneta,False,True,t,sp,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,2,1,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.5792127148164261,1.4337341839665256,0.5882850378417283,1.2831395137947836,0.5518337296498834,1.2833915752774352
p112,a,629.1295765770612,1433.1046983725387,2528.743850614785,605.5891179146936,1434.8271692503529,2690.2108835906856,616.0426177388224,1150.842447656442,2548.466132029398,Male,CBAS,72.581,72.631,textgrids/cbas/p112.TextGrid,0.049999999999997165,72.421,72.751,las,False,False,l,s,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,0,0,stressed,942.4926542274492,919.2481091972725,938.576788207814,0.6675166896581829,1.5205473400185159,0.6587874501515378,1.5608704058181926,0.6563582495100251,1.2261569454044812
p112,a,506.53765151637486,1413.688624355015,2502.229838678477,503.70814639531403,1438.6454208161651,2496.1759303472722,509.7528374890152,1422.8774737263825,2480.57271999357,Male,CBAS,73.081,73.171,textgrids/cbas/p112.TextGrid,0.09000000000000341,72.751,73.431,águilas,False,False,l,s,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,0,0,stressed,942.4926542274492,919.2481091972725,938.576788207814,0.5374446678648951,1.4999465704205408,0.5479566847683527,1.5650240739384855,0.5431125549805828,1.5159947396987379
p112,a,576.0708503164178,1172.4515390732945,2591.420030726074,560.4049604195228,1117.6489733896087,2611.374523620163,578.3634695745899,1207.9344753556325,2558.9494206555496,Male,CBAS,79.058,79.08800000000001,textgrids/cbas/p112.TextGrid,0.029999999999986926,78.968,79.688,balsámico,False,False,b,l,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,1,0,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.6112205201096413,1.2439901083731417,0.609634063766411,1.2158295047955971,0.6162132676208184,1.286985242477762
p112,a,612.0499726024516,1062.6181343935878,2593.022960638751,577.4410810744404,1067.1544444388282,2576.351678275726,615.6371898713281,1325.7458909392592,2584.0389952052924,Male,CBAS,80.814,80.86399999999999,textgrids/cbas/p112.TextGrid,0.05000000000001137,80.714,81.334,balsero,False,False,b,l,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,1,0,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.6493949526897291,1.127455083737076,0.6281667324599526,1.1608992542510792,0.6559262892563857,1.4125065818756648
p112,a,699.5587130176716,1230.3104725959329,2832.0531763942945,795.7088257939515,1892.1271799104227,2857.6552078664795,669.8919325977769,1223.9160280940414,2755.856311691924,Male,CBAS,82.641,82.741,textgrids/cbas/p112.TextGrid,0.09999999999999433,82.641,83.211,asado,True,False,sp,s,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,1,0,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.7422431462779857,1.3053793757198084,0.8656083355872216,2.0583422048729703,0.7137316211249126,1.3040126747978442
p112,a,642.9740844527213,1071.5466276975928,2390.098470226995,639.6574742010467,919.0573597277208,2386.269573921484,536.738504427171,1489.187042225242,2260.3815491750147,Male,CBAS,86.06299999999999,86.17299999999999,textgrids/cbas/p112.TextGrid,0.10999999999999943,85.943,86.45299999999999,valle,False,False,b,L,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,0,0,stressed,942.4926542274492,919.2481091972725,938.576788207814,0.6822059371696219,1.1369283600156308,0.6958485612329663,0.9997924940311075,0.5718642429374992,1.5866438004170151
p112,a,491.06525993467386,895.0295602868152,2541.612999872153,564.2415405381777,883.2461472307222,2594.4714357085118,469.4695039262257,859.5365992566179,2478.4611586001542,Male,CBAS,87.495,87.555,textgrids/cbas/p112.TextGrid,0.060000000000002274,87.395,87.915,basura,False,False,b,s,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,1,0,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.521028209325615,0.9496408871435301,0.6138076705220509,0.9608354245101589,0.5001929621791142,0.9157871897704597
p112,a,455.6329181158095,1204.1773533724452,2630.5692145018797,463.56247834874137,1059.134692671124,2567.861359749511,302.5548188937876,1308.086225571,2669.22780157595,Male,CBAS,87.845,87.915,textgrids/cbas/p112.TextGrid,0.07000000000000739,87.395,87.915,basura,False,True,rf,sp,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,1,1,stressed,942.4926542274492,919.2481091972725,938.576788207814,0.48343391969382166,1.2776517121605537,0.5042843969007935,1.1521750026725717,0.3223548916775446,1.3936912163241901
p112,a,591.3990539236933,1531.4161842697242,2493.5632096663485,579.5201422198892,1563.6036926781012,2569.447878676887,570.5066045263217,1521.9880201388253,2469.9878477601706,Male,CBAS,89.47,89.53,textgrids/cbas/p112.TextGrid,0.060000000000002274,89.41,89.82,tareas,False,False,t,rf,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,1,0,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.6274839928683121,1.6248574218597058,0.6304284299545108,1.7009593786855957,0.6078422263304508,1.6215913703182652
p112,a,649.5628504313062,742.858392676592,2514.5210908684835,612.6300862447794,775.9806241376224,2522.6910908908635,692.0154729884282,852.911064184558,2480.503863253611,Male,CBAS,91.666,91.706,textgrids/cbas/p112.TextGrid,0.04000000000000625,91.556,92.226,marbete,False,False,m,rf,786.5012766292012,410.6918855202422,1832.254156322445,711.5070949068412,3053.600962350595,1908.4721928440695,1.5452327417117147,1,0,unstressed,942.4926542274492,919.2481091972725,938.576788207814,0.6891967247890602,0.7881848090216732,0.6664469364856835,0.844147098453368,0.737302990743903,0.9087280602934659
